Kanji,Furigana,Meaning,Level
組合,くみあい,"association,union",N3
組む,くむ,to put together,N3
曇,くもり,"cloudiness,cloudy weather,shadow",N3
位,くらい,"grade,rank,about",N3
暮らし,くらし,"living,livelihood,subsistence,circumstances",N3
,クラシック,classic(s),N3
暮らす,くらす,"to live,to get along",N3
,グラス,"(1) glass,(2) grass",N3
,グランド,"gland,grand,(electrical) ground",N3
,クリーム,cream,N3
繰り返す,くりかえす,"to repeat,to do something over again",N3
,クリスマス,Christmas,N3
狂う,くるう,"to go mad,to get out of order",N3
,グループ,group,N3
苦しい,くるしい,"painful,difficult",N3
苦しむ,くるしむ,"to suffer,to groan,to be worried",N3
暮れ,くれ,"year end,sunset,nightfall,end",N3
苦労,くろう,"troubles,hardships",N3
加える,くわえる,"to append,to sum up,to add (up)",N3
詳しい,くわしい,"knowing very well,detailed,full,accurate",N3
加わる,くわわる,"to join in,to accede to,to increase,to gain in (influence)",N3
訓,くん,native Japanese reading of a Chinese character,N3
軍,ぐん,"army,force,troops",N3
軍隊,ぐんたい,"army,troops",N3
訓練,くんれん,"practice,training",N3
下,げ,"under,below,beneath",N3
計,けい,plan,N3
敬意,けいい,"respect,honour",N3
経営,けいえい,"management,administration",N3
計画,けいかく,"plan,project,schedule,scheme,program",N3
景気,けいき,"condition,state,business (condition)",N3
経験,けいけん,experience,N3
傾向,けいこう,"tendency,trend,inclination",N3
警告,けいこく,"warning,advice",N3
計算,けいさん,"calculation,reckoning",N3
掲示,けいじ,"notice,bulletin",N3
刑事,けいじ,"criminal case,(police) detective",N3
芸術,げいじゅつ,"(fine) art,the arts",N3
契約,けいやく,"contract,compact,agreement",N3
経由,けいゆ,"go by the way,via",N3
,ケース,case,N3
,ゲーム,game,N3
怪我,けが,"injury (to animate object),hurt",N3
劇,げき,"drama,play",N3
劇場,げきじょう,"theatre,playhouse",N3
化粧,けしょう,make-up (cosmetic),N3
,けち,"stinginess,miser,miserliness",N3
結果,けっか,"result,consequence",N3
欠陥,けっかん,"defect,fault,deficiency",N3
結局,けっきょく,"after all,eventually",N3
決心,けっしん,"determination,resolution",N3
欠席,けっせき,"absence,non-attendance",N3
決定,けってい,"decision,determination",N3
欠点,けってん,"faults,defect,weakness",N3
月曜,げつよう,Monday,N3
結論,けつろん,conclusion,N3
煙,けむり,"smoke,fumes",N3
券,けん,"ticket,coupon,bond,certificate",N3
県,けん,prefecture,N3
軒,けん,eaves,N3
喧嘩,けんか,"quarrel,(drunken) brawl,failure",N3
見解,けんかい,"opinion,point of view",N3
限界,げんかい,"limit,bound",N3
現金,げんきん,"cash,ready money,mercenary,self-interested",N3
言語,げんご,language,N3
健康,けんこう,"health,sound,wholesome",N3
検査,けんさ,"inspection (e.g. customs, factory),examination",N3
現在,げんざい,"present,up to now,nowadays,modern times,current",N3
現実,げんじつ,reality,N3
現象,げんしょう,phenomenon,N3
現状,げんじょう,"present condition,existing state,status quo",N3
建設,けんせつ,"construction,establishment",N3
現代,げんだい,"nowadays,modern times,present-day",N3
建築,けんちく,"construction,architecture",N3
見当,けんとう,"be found,aim,estimate,guess,approx",N3
検討,けんとう,"consideration,examination,investigation,study,scrutiny",N3
現場,げんば,"actual spot,scene,scene of the crime",N3
憲法,けんぽう,constitution,N3
権利,けんり,"right,privilege",N3
後,ご,"afterwards,since then,in the future",N3
語,ご,"language,word",N3
恋,こい,"love,tender passion",N3
濃い,こい,"thick (as of color, liquid),dense,strong",N3
恋人,こいびと,"lover,sweetheart",N3
幸運,こううん,"good luck,fortune",N3
講演,こうえん,"lecture,address",N3
効果,こうか,"effect,effectiveness,efficacy,result",N3
硬貨,こうか,coin,N3
高価,こうか,high price,N3
豪華,ごうか,"wonderful,gorgeous,splendor,pomp,extravagance",N3
合格,ごうかく,"success,passing (e.g. exam),eligibility",N3
交換,こうかん,"exchange,interchange,reciprocity",N3
航空,こうくう,"aviation,flying",N3
光景,こうけい,"scene,spectacle",N3
合計,ごうけい,"sum total,total amount",N3
攻撃,こうげき,"attack,strike,offensive,criticism,censure",N3
貢献,こうけん,"contribution,services",N3
広告,こうこく,advertisement,N3
交際,こうさい,"company,friendship,association,society,acquaintance",N3
後者,こうしゃ,the latter,N3
工場,こうば,"factory,plant,mill,workshop",N3
構成,こうせい,"organization,composition",N3
高速,こうそく,"high speed,high gear",N3
行動,こうどう,"action,conduct,behaviour,mobilization",N3
強盗,ごうとう,"robbery,burglary",N3
幸福,こうふく,"happiness,blessedness",N3
公平,こうへい,"fairness,impartial,justice",N3
候補,こうほ,candidacy,N3
考慮,こうりょ,"consideration,taking into account",N3
越える,こえる,"to exceed,to cross over,to cross",N3
,コーチ,coach,N3
,コード,"code,cord,chord",N3
氷,こおり,"ice,hail",N3
凍る,こおる,"to freeze,to be frozen over,to congeal",N3
,ゴール,goal,N3
誤解,ごかい,misunderstanding,N3
語学,ごがく,language study,N3
呼吸,こきゅう,"breath,respiration",N3
故郷,こきょう,"home town,birthplace,old village,historic village",N3
極,ごく,"quite,very",N3
国語,こくご,national language,N3
黒板,こくばん,blackboard,N3
克服,こくふく,"subjugation,conquest",N3
国民,こくみん,"national,people,citizen",N3
穀物,こくもつ,"grain,cereal,corn",N3
ここ,ここ,here,N3
腰,こし,hip,N3
故障,こしょう,"break-down,failure,accident,out of order",N3
個人,こじん,"individual,private person,personal,private",N3
越す,こす,to go over (e.g. with audience),N3
国家,こっか,"state,country,nation",N3
国会,こっかい,"National Diet,parliament,congress",N3
国境,こっきょう,national or state border,N3
骨折,こっせつ,bone fracture,N3
小包,こづつみ,"parcel,package",N3
事,こと,"thing,matter,fact,circumstances",N3
異なる,ことなる,"to differ,to vary,to disagree",N3
諺,ことわざ,"proverb,maxim",N3
断る,ことわる,"to refuse,to decline,to dismiss",N3
粉,こな,"flour,meal,powder",N3
この,この,this,N3
好み,このみ,"liking,taste,choice",N3
好む,このむ,"to like,to prefer",N3
,コピー,"(1) a (photo)copy,(2) blurb on a book jacket",N3
塵,ごみ,"dust,dirt",N3
小麦,こむぎ,wheat,N3
,ごめんなさい,"I beg your pardon,excuse me",N3
小屋,こや,"hut,cabin,shed,(animal) pen",N3
,これら,these,N3
頃,ころ,"time,about,toward,approximately (time)",N3
殺す,ころす,to kill,N3
転ぶ,ころぶ,"to fall down,to fall over",N3
今回,こんかい,"now,this time,lately",N3
今後,こんご,"from now on,hereafter",N3
混雑,こんざつ,"confusion,congestion",N3
,こんなに,"so,like this,in this way",N3
困難,こんなん,"difficulty,distress",N3
今日,こんにち,"today,this day",N3
,こんにちは,"hello,good day (daytime greeting, id)",N3
,コンピューター,computer,N3
婚約,こんやく,"engagement,betrothal",N3
混乱,こんらん,"disorder,chaos,confusion,mayhem",N3
差,さ,"difference,variation",N3
,サービス,"(1) service,support system,(2) goods or services without charge",N3
際,さい,"on the occasion of,circumstances",N3
最高,さいこう,"highest,supreme,the most",N3
財産,ざいさん,"property,fortune,assets",N3
最終,さいしゅう,"last,final,closing",N3
最中,さいちゅう,in the middle of,N3
最低,さいてい,"least,lowest,worst",N3
才能,さいのう,"talent,ability",N3
裁判,さいばん,"trial,judgement",N3
材料,ざいりょう,"ingredients,material",N3
幸い,さいわい,"happiness,blessedness",N3
,サイン,"(1) autograph,(2) sign,(3) sine",N3
境,さかい,"border,boundary,mental state",N3
逆らう,さからう,"to go against,to oppose,to disobey,to defy",N3
盛り,さかり,"helping,serving",N3
作業,さぎょう,"work,operation,manufacturing,fatigue duty",N3
昨,さく,"last (year),yesterday",N3
作品,さくひん,"work,opus,performance,production",N3
作物,さくもつ,"produce (e.g. agricultural),crops",N3
桜,さくら,"cherry blossom,cherry tree",N3
酒,さけ,"alcohol,sake",N3
叫ぶ,さけぶ,"to shout,to cry",N3
避ける,さける,"(1) to avoid (physical contact ),(2) to ward off,to avert",N3
支える,ささえる,"to be blocked,to choke,to be obstructed",N3
指す,さす,"to point,to put up umbrella,to play",N3
座席,ざせき,seat,N3
誘う,さそう,"(1) to invite,to ask,(2) to tempt,to lure,to induce",N3
札,さつ,"(1) token,label,(2) ticket,(3) charm",N3
作家,さっか,"author,writer,novelist,artist",N3
作曲,さっきょく,"composition,setting (of music)",N3
,ざっと,"roughly,in round numbers",N3
,さっぱり,"feeling refreshed,feeling relieved,neat,trimmed",N3
,さて,"well,now,then",N3
砂漠,さばく,desert,N3
差別,さべつ,"discrimination,distinction,differentiation",N3
作法,さほう,"manners,etiquette,propriety",N3
様々,さまざま,"varied,various",N3
覚ます,さます,to awaken,N3
覚める,さめる,"to wake,to wake up",N3
左右,さゆう,"(1) left and right,(2) influence,control,domination",N3
皿,さら,"plate,dish",N3
更に,さらに,"furthermore,again,after all,more and more,moreover",N3
去る,さる,"to leave,to go away",N3
猿,さる,monkey,N3
騒ぎ,さわぎ,"uproar,disturbance",N3
参加,さんか,participation,N3
参考,さんこう,"reference,consultation",N3
賛成,Uӣ[い,"approval,agreement,support,favour",N3
酸素,さんそ,oxygen,N3
散歩,さんぽ,"walk,stroll",N3
四,し,four,N3
氏,し,"family name,lineage,birth",N3
詩,し,"poem,verse of poetry",N3
幸せ,しあわせ,"happiness,good fortune,luck,blessing",N3
,ジーンズ,jeans,N3
ジェット機,ジェットき,jet aeroplane,N3
直に,じかに,"immediately,readily,directly",N3
,しかも,"moreover,furthermore,nevertheless,and yet",N3
叱る,しかる,to scold,N3
式,しき,"equation,formula,ceremony",N3
直,じき,"earnestly,immediately,exactly",N3
時期,じき,"time,season,period",N3
支給,しきゅう,"payment,allowance",N3
,しきりに,"frequently,repeatedly,incessantly,eagerly",N3
刺激,しげき,"stimulus,impetus,incentive",N3
資源,しげん,resources,N3
事件,じけん,"event,affair,incident",N3
時刻,じこく,"instant,time,moment",N3
自殺,じさつ,suicide,N3
事実,じじつ,"fact,truth,reality",N3
支出,ししゅつ,"expenditure,expenses",N3
事情,じじょう,"circumstances,consideration,conditions,situation,reasons",N3
詩人,しじん,poet,N3
自身,じしん,"by oneself,personally",N3
沈む,しずむ,"to sink,to feel depressed",N3
自然,しぜん,"nature,spontaneous",N3
思想,しそう,"thought,idea",N3
舌,した,tongue,N3
次第,しだい,"(1) order,precedence,(2) circumstances,(3) immediate(ly)",N3
事態,じたい,"situation,present state of affairs",N3
従う,したがう,"to abide (by the rules),to obey,to follow,to accompany",N3
したがって,したがって,"therefore,consequently,in accordance with",N3
支度,したく,preparation,N3
親しい,したしい,"intimate,close (e.g. friend)",N3
七,しち,seven,N3
質,しつ,"quality,nature (of person)",N3
失業,しつぎょう,unemployment,N3
実験,じっけん,experiment,N3
実現,じつげん,"implementation,materialization,realization",N3
実行,じっこう,"practice,performance,execution (e.g. program),realization",N3
実際,じっさい,"practical,actual condition,status quo",N3
実施,じっし,"enforcement,enact,put into practice,carry out,operation",N3
,じっと,"fixedly,firmly,patiently,quietly",N3
実に,じつに,"indeed,truly,surely",N3
実は,じつは,"as a matter of fact,by the way",N3
失望,しつぼう,"disappointment,despair",N3
支店,してん,branch store (office),N3
指導,しどう,"leadership,guidance,coaching",N3
自動,じどう,"automatic,self-motion",N3
品,しな,"thing,article,goods,dignity,article (goods),counter for meal courses",N3
支配,しはい,"rule,control,direction",N3
芝居,しばい,"play,drama",N3
,しばしば,"often,again and again,frequently",N3
芝生,しばふ,lawn,N3
支払,しはらい,payment,N3
支払う,しはらう,to pay,N3
死亡,しぼう,"death,mortality",N3
資本,しほん,"funds,capital",N3
しまい,（終わり）,sisters,N3
姉妹,しまい,sisters,N3
しまう,（終わる）,"to finish,to close,to do something completely",N3
しまった,（感）,Damn it!,N3
自慢,じまん,"pride,boast",N3
事務,じむ,"business,office work",N3
示す,しめす,"to denote,to show,to point out,to indicate",N3
占める,しめる,"(1) to comprise,to account for,to make up (of),(2) to hold,to occupy",N3
下,しも,"under,below,beneath",N3
霜,しも,frost,N3
,じゃあ,"well,well then",N3
借金,しゃっきん,"debt,loan,liabilities",N3
,しゃべる,"to talk,to chat,to chatter",N3
邪魔,じゃま,"hindrance,intrusion",N3
週,しゅう,week,N3
州,しゅう,sandbank,N3
十,じゅう,"10,ten",N3
銃,じゅう,gun,N3
周囲,しゅうい,"surroundings,circumference,environs",N3
収穫,しゅうかく,"harvest,crop,ingathering",N3
週間,しゅうかん,"week,weekly",N3
宗教,しゅうきょう,religion,N3
重視,じゅうし,"importance,stress,serious consideration",N3
就職,しゅうしょく,"finding employment,inauguration",N3
,ジュース,"juice,soft drink,deuce",N3
修正,しゅうせい,"amendment,correction,revision,modification",N3
渋滞,じゅうたい,"congestion (e.g. traffic),delay,stagnation",N3
重大,じゅうだい,"serious,important,grave,weighty",N3
住宅,じゅうたく,"resident,housing",N3
集団,しゅうだん,"group,mass",N3
集中,しゅうちゅう,"concentration,focusing the mind",N3
収入,しゅうにゅう,"income,receipts,revenue",N3
住民,じゅうみん,"citizens,inhabitants,residents,population",N3
重要,じゅうよう,"important,momentous,essential,principal,major",N3
修理,しゅうり,"repairing,mending",N3
主義,しゅぎ,"doctrine,rule,principle",N3
宿泊,しゅくはく,lodging,N3
手術,しゅじゅつ,surgical operation,N3
